WeekStartDate,Volume_Received,SLA_Percent,Quality_Score,Accuracy_Rate,FCR_Rate,Avg_Handle_Time_Seconds,Cost_Per_Contact,Total_Operational_Cost,Refunds_Issued,Vouchers_Issued,Total_Refund_Cost,Total_Voucher_Cost,Refund_Rate,Voucher_Rate,Total_Remediation_Cost,Total_Cost_Including_Remediation,True_Cost_Per_Contact,Refund_Cost_Per_Contact,Voucher_Cost_Per_Contact
2025-09-08,2969,81.60000000000001,86.3,91.7,70.10000000000001,496.0,24.796666666666667,87669.39,269,550,34504.46000000001,71312.5,0.0906028965981812,0.1852475581003705,105816.96,193486.35,65.16886156955204,11.621576288312566,24.019029976423038
2025-09-15,3276,82.23333333333333,87.03333333333335,91.16666666666667,68.8,492.0,22.95,92108.14,308,476,48993.08,51743.36,0.09401709401709402,0.1452991452991453,100736.44,192844.58000000002,58.86586691086691,14.955152625152627,15.794676434676434
2025-09-22,3059,84.56666666666666,86.10000000000001,91.16666666666667,68.7,485.6666666666667,24.11,87680.82,264,486,43423.47,55726.7,0.08630271330500164,0.15887544949329846,99150.17,186830.99,61.07583850931677,14.195315462569468,18.217293233082707
2025-09-29,3095,80.43333333333334,86.93333333333334,90.56666666666666,68.13333333333333,508.0,27.319999999999997,100984.62000000001,289,565,45064.0,57703.07,0.09337641357027464,0.1825525040387722,102767.07,203751.69,65.83253311793214,14.560258481421648,18.643964458804522
2025-10-06,2600,81.26666666666667,86.10000000000001,90.03333333333335,70.5,484.3333333333333,24.900000000000002,80497.78,219,361,41216.14,48495.26,0.08423076923076923,0.13884615384615384,89711.4,170209.18,65.46506923076923,15.852361538461539,18.65202307692308
2025-10-13,3029,81.16666666666667,86.56666666666666,89.96666666666665,67.39999999999999,479.0,24.596666666666668,89581.28,280,445,47728.35,45819.27,0.09243974909210961,0.14691317266424564,93547.62,183128.9,60.45853416969297,15.757131066358534,15.126863651370089
2025-10-20,2912,78.39999999999999,85.13333333333333,89.76666666666667,72.36666666666666,460.0,23.096666666666668,80596.81999999999,266,449,39014.57,50644.36,0.09134615384615384,0.15418956043956045,89658.93,170255.75,58.46694711538461,13.397860576923076,17.391607142857143
2025-10-27,2882,82.46666666666667,87.43333333333334,90.7,67.60000000000001,490.0,26.123333333333335,88143.58,232,426,37486.67,36971.840000000004,0.08049965301873699,0.14781401804302569,74458.51000000001,162602.09000000003,56.419878556557954,13.007172102706454,12.828535739070091
2025-11-03,2555,84.96666666666665,88.96666666666665,92.86666666666667,66.76666666666667,506.0,25.33,75322.42,222,338,32512.6,31033.420000000002,0.08688845401174168,0.13228962818003914,63546.020000000004,138868.44,54.35163992172212,12.725088062622309,12.14615264187867
2025-11-10,2745,80.03333333333335,85.7,90.66666666666667,67.2,459.3333333333333,26.026666666666667,83490.76,270,414,45152.94,49498.95,0.09836065573770492,0.15081967213114755,94651.89,178142.65,64.8971402550091,16.449158469945356,18.032404371584697
2025-11-17,3190,78.86666666666666,88.56666666666666,90.23333333333333,68.16666666666667,513.6666666666666,25.7,94982.86,296,553,41013.16,76445.55,0.09278996865203762,0.17335423197492164,117458.71,212441.57,66.59610344827587,12.85678996865204,23.964122257053294
2025-11-24,3510,79.73333333333333,89.43333333333334,90.13333333333333,67.10000000000001,482.6666666666667,23.99,101222.94,315,594,49970.45,77370.85,0.08974358974358974,0.16923076923076924,127341.3,228564.24,65.11801709401709,14.23659544159544,22.04297720797721
2025-12-01,3163,83.63333333333334,89.0,90.2,67.43333333333334,433.6666666666667,24.353333333333335,91873.15,299,603,46044.74,83525.78,0.09453050901043314,0.19064179576351564,129570.51999999999,221443.66999999998,70.010644957319,14.557300031615554,26.407138792285803
2025-12-08,3716,79.76666666666667,84.43333333333334,90.23333333333335,69.36666666666666,488.6666666666667,24.176666666666666,106442.76999999999,328,555,56780.21,78149.06,0.08826695371367062,0.14935414424111948,134929.27,241372.03999999998,64.95480086114101,15.279927341227125,21.030425188374597
2025-12-15,3414,83.73333333333333,85.96666666666665,91.96666666666665,68.36666666666666,485.6666666666667,26.733333333333334,106461.25,285,597,41215.84,71352.26,0.08347978910369068,0.17486818980667837,112568.09999999999,219029.34999999998,64.15622437024018,12.072595196250731,20.899900410076157
2025-12-22,3732,88.23333333333333,91.89999999999999,91.89999999999999,71.39999999999999,508.0,24.459999999999997,110574.37,322,657,46771.48,88286.87,0.08628081457663452,0.1760450160771704,135058.35,245632.72,65.81798499464094,12.532550911039658,23.656717577706324
2025-12-29,3769,80.60000000000001,87.73333333333333,89.5,69.36666666666666,482.0,24.94666666666667,114581.31999999999,354,572,47209.15,59881.57000000001,0.0939241178031308,0.15176439373839215,107090.72,221672.03999999998,58.81455027858848,12.525643406739189,15.887919872645266
2026-01-05,4415,85.63333333333333,92.5,89.63333333333333,68.5,496.3333333333333,23.63,128125.16,358,670,69386.75,67690.24,0.08108720271800679,0.15175537938844846,137076.99,265202.15,60.06843714609287,15.716138165345413,15.331877689694226
2026-01-12,4226,85.03333333333335,85.89999999999999,89.86666666666667,71.43333333333334,506.6666666666667,23.13333333333333,118061.81999999999,418,814,70353.62,89062.18,0.09891150023663038,0.1926171320397539,159415.8,277477.62,65.65963558920966,16.647804070042593,21.074817794604826
2026-01-19,4851,77.33333333333333,88.23333333333333,91.7,66.76666666666667,528.6666666666666,23.506666666666664,139415.94,397,782,65852.73999999999,97911.64,0.08183879612451041,0.16120387548958978,163764.38,303180.32,62.49851989280561,13.575085549371261,20.18380540094826
2026-01-26,4744,79.60000000000001,87.86666666666667,89.83333333333333,67.2,503.3333333333333,23.41333333333333,140379.46,467,925,77644.44,102243.37,0.09844013490725126,0.1949831365935919,179887.81,320267.27,67.50996416526138,16.366871838111297,21.55214376053963
